ID,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Debt.To.Income.Ratio,Home.Ownership,Monthly.Income,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
9658,1950,1950,13.11%,36 months,15.08%,RENT,2600,6,4100,1,3 years
55478,30000,29975,20.50%,60 months,10.80%,RENT,7083.33,12,9121,0,10+ years
20979,6000,5975,17.14%,60 months,6.60%,MORTGAGE,2500,5,5087,0,8 years
80144,24000,23950,12.12%,36 months,26.68%,MORTGAGE,5791.67,13,34104,0,10+ years
52330,15000,15000,19.99%,36 months,18.05%,RENT,8000,6,45976,1,2 years
26652,12000,11975,10.99%,60 months,4.04%,MORTGAGE,3416.67,10,6935,0,< 1 year
48606,21000,21000,13.67%,36 months,11.42%,MORTGAGE,10700,12,16830,2,2 years
57866,5750,5750,13.99%,36 months,12.44%,RENT,5000,13,12465,0,10+ years
54197,15000,15000,13.11%,36 months,16.55%,RENT,4166.67,11,9066,0,2 years
81508,7500,7500,12.12%,36 months,26.56%,MORTGAGE,5000,8,9047,1,10+ years
3841,8000,7975,12.84%,36 months,16.73%,MORTGAGE,3521,13,4075,0,3 years
65250,2000,2000,8.90%,36 months,23.70%,OWN,3000,5,2117,1,10+ years
74303,11950,11950,14.33%,36 months,21.22%,MORTGAGE,5833.33,22,15962,1,8 years
80765,6500,6500,7.90%,36 months,12.56%,RENT,6750,17,33229,0,8 years
24187,4500,4500,11.49%,36 months,9.26%,RENT,3500,5,7247,0,2 years
59413,24000,23975,10.16%,36 months,15.53%,MORTGAGE,5416.67,11,17882,0,10+ years
89690,14675,14675,16.29%,36 months,27.23%,RENT,3250,14,7525,1,2 years
94593,23750,23750,19.72%,60 months,14.22%,RENT,8333.33,12,10549,3,2 years
101294,7500,7500,6.62%,36 months,13.13%,MORTGAGE,9583.33,20,22464,0,4 years
45980,4800,4800,7.90%,NA,19.07%,RENT,NA,12,6813,3,< 1 year
42567,30000,29950,17.27%,36 months,12.29%,RENT,10000,17,18680,0,3 years
58576,20000,20000,22.45%,60 months,24.30%,RENT,3666.67,9,9194,1,1 year
103450,15000,14875,13.11%,36 months,13.75%,MORTGAGE,4166.67,11,8014,4,2 years
15899,4000,3882.78,5.79%,36 months,23.94%,RENT,4666.67,7,2889,2,9 years
29165,4325,4325,7.49%,36 months,5.47%,MORTGAGE,3691.67,9,5074,0,10+ years
73956,6000,6000,17.27%,36 months,29.13%,RENT,2752.92,12,4569,2,< 1 year
14446,4500,4475,7.51%,36 months,20.27%,MORTGAGE,7075.5,15,68618,2,10+ years
85485,12000,12000,17.27%,36 months,15.07%,MORTGAGE,4166.67,7,12318,1,< 1 year
338,10000,6350,9.20%,36 months,0.33%,RENT,13750,5,45,0,2 years
66542,14000,14000,15.31%,36 months,11.35%,RENT,7333.33,7,6229,1,< 1 year
92105,7750,7750,16.29%,36 months,26.74%,MORTGAGE,2916.67,18,17102,0,5 years
63588,11500,11475,11.14%,36 months,23.40%,OWN,2833.33,8,17324,0,n/a
63340,7000,7000,18.49%,36 months,18.90%,MORTGAGE,2000,10,7315,2,1 year
91401,22000,21925,17.27%,36 months,18.02%,MORTGAGE,8666.67,12,9317,2,10+ years
87572,19500,19500,18.49%,36 months,9.79%,RENT,10000,16,14957,1,2 years
78391,8400,8400,12.12%,36 months,22.32%,RENT,3333.33,7,5500,0,4 years
3246,9250,9200,11.89%,36 months,16.28%,MORTGAGE,5416.67,14,10111,6,6 years
85290,24000,24000,20.49%,60 months,8.69%,MORTGAGE,5833.33,9,23006,0,10+ years
26290,3600,3600,8.90%,36 months,3.27%,RENT,1558.33,4,1594,0,3 years
40061,10000,10000,13.49%,36 months,22.08%,RENT,6000,8,11088,0,3 years
36217,25000,24875,11.71%,60 months,13.42%,MORTGAGE,6250,5,18591,0,10+ years
27061,3600,3600,7.49%,36 months,15.72%,RENT,2500,8,650,0,< 1 year
28732,8000,8000,5.99%,36 months,9.59%,MORTGAGE,7250,6,4938,0,10+ years
50182,14500,14500,7.90%,36 months,4.85%,MORTGAGE,3958.33,4,9598,0,4 years
26894,9800,9800,19.69%,60 months,14.89%,MORTGAGE,5340.25,8,5350,1,2 years
27369,1500,1500,11.49%,36 months,15.90%,MORTGAGE,5555.08,16,21774,2,10+ years
88026,1500,1500,12.12%,36 months,15.37%,RENT,3625,9,11346,1,5 years
34331,3300,3300,11.71%,36 months,4.16%,RENT,3730,7,3675,1,1 year
59355,20000,20000,6.62%,36 months,11.12%,RENT,10333.33,8,12632,0,6 years
73450,6000,6000,12.12%,36 months,7.40%,MORTGAGE,5000,6,14045,0,2 years
65358,13600,13600,13.11%,36 months,20.37%,RENT,3666.67,14,20411,0,4 years
65518,30000,29975,21.49%,60 months,15.32%,MORTGAGE,12500,12,24124,2,10+ years
41484,10000,10000,11.71%,36 months,12.03%,MORTGAGE,4000,11,8413,0,10+ years
15135,4800,4775,14.84%,36 months,0%,RENT,2500,4,0,0,2 years
35797,5000,5000,6.03%,36 months,29.86%,OWN,2083.33,12,22141,0,n/a
37813,5500,5500,12.69%,36 months,21.24%,RENT,1666.67,7,5056,1,< 1 year
70752,9950,9950,14.33%,36 months,4.19%,MORTGAGE,4800,9,5038,1,5 years
54961,8500,8500,6.62%,36 months,7.24%,OWN,6300,13,9769,1,5 years
8078,16000,16000,13.48%,36 months,15.17%,MORTGAGE,4166.67,6,1962,1,2 years
52548,3600,3600,9.76%,36 months,11.34%,RENT,2108.33,14,4467,0,n/a
3630,12000,11925,9.63%,36 months,9.12%,MORTGAGE,6250,8,5212,2,1 year
5651,4900,4888.24,14.26%,36 months,23.75%,RENT,2240,5,17998,1,1 year
88495,10050,10050,14.33%,36 months,24.59%,MORTGAGE,2500,9,10421,0,7 years
19297,25000,25000,13.06%,36 months,4.14%,MORTGAGE,11500,4,6578,0,< 1 year
51954,9550,9550,10.74%,36 months,14.33%,MORTGAGE,4000,8,9128,0,3 years
1800,13000,6770.1,11.26%,36 months,14.05%,MORTGAGE,7666.67,8,9551,0,9 years
61587,6250,6250,14.33%,36 months,20.40%,MORTGAGE,1750,10,7845,0,4 years
58490,15000,11550,13.67%,36 months,17.19%,OWN,3333.33,8,10820,0,5 years
67158,10000,10000,14.09%,36 months,21.45%,RENT,4583.33,11,8548,0,6 years
6120,6000,5925,11.83%,36 months,3.44%,RENT,6333.33,13,7269,0,4 years
9820,5000,4950,10.62%,60 months,11.23%,MORTGAGE,5200,6,1941,1,5 years
83231,9600,9600,15.31%,36 months,12.82%,MORTGAGE,6000,13,11407,2,10+ years
24598,6000,6000,16.89%,60 months,9.04%,RENT,2400,7,7261,2,2 years
10293,8000,8000,7.14%,36 months,1.73%,RENT,3750,6,3381,0,< 1 year
54430,3000,3000,12.12%,36 months,14.93%,RENT,6333.33,13,8682,0,4 years
20020,15000,15000,10.37%,36 months,26.72%,MORTGAGE,5250,11,44850,1,10+ years
16035,12000,9294.21,5.79%,36 months,9.49%,MORTGAGE,6700,20,11686,0,5 years
39131,7000,7000,12.42%,36 months,15.11%,RENT,7083.33,15,16049,2,10+ years
25405,8000,8000,10.99%,36 months,14.76%,RENT,7500,9,7120,2,< 1 year
40727,10000,10000,12.42%,36 months,9.77%,RENT,3500,9,10912,1,2 years
90332,6000,6000,13.11%,36 months,18.10%,RENT,3750,18,14468,3,7 years
50596,9600,9575,13.99%,36 months,13.94%,RENT,3206.67,10,9824,0,9 years
28055,12000,12000,17.99%,60 months,23.44%,RENT,3916.67,8,8860,0,< 1 year
60220,20000,20000,18.75%,60 months,6.30%,RENT,15416.67,13,15026,3,< 1 year
9367,20000,19875,10.25%,36 months,13.38%,MORTGAGE,10000,14,25668,1,8 years
79022,15350,15350,18.49%,36 months,15.09%,MORTGAGE,4400,7,12823,0,10+ years
3031,12500,12275,11.26%,36 months,12.21%,RENT,4333.33,6,12568,2,8 years
43436,25000,24975,9.91%,36 months,20.49%,RENT,7916.67,14,27203,0,1 year
45519,19000,19000,13.67%,36 months,15.12%,RENT,3544.67,21,9503,0,< 1 year
52543,5000,4975,6.03%,36 months,6.43%,MORTGAGE,12083.33,10,792,0,5 years
80208,18000,18000,14.09%,36 months,15.45%,MORTGAGE,4000,11,13877,0,5 years
94092,12300,12300,6.03%,36 months,7.15%,RENT,6666.67,10,10976,0,10+ years
98272,15000,15000,15.80%,36 months,10.27%,RENT,3333.33,11,10108,0,4 years
100424,8000,8000,16.29%,36 months,29.19%,NA,6916.67,14,21498,2,4 years
25084,12100,12100,11.99%,36 months,24.78%,RENT,8750,10,1642,1,1 year
100140,22000,22000,16.29%,60 months,26.33%,RENT,4166.67,10,25245,0,5 years
21657,3000,2509.17,13.06%,36 months,12.06%,RENT,2571.42,2,0,3,6 years
4841,4000,4000,11.48%,36 months,22.93%,MORTGAGE,3833.33,9,0,0,2 years
46748,30000,30000,22.78%,60 months,24.71%,RENT,6041.67,12,39144,0,1 year
32340,10000,10000,14.65%,36 months,19.25%,MORTGAGE,8083.33,14,9246,1,10+ years
33161,3000,3000,17.27%,36 months,16.62%,RENT,3833.33,4,4136,0,n/a
88438,31075,31050,20.49%,36 months,26.18%,OWN,6000,20,27221,2,10+ years
16215,25000,24775,10.36%,36 months,0.94%,RENT,8533.33,9,28038,0,10+ years
95455,25000,25000,7.90%,36 months,18.66%,MORTGAGE,7083.33,17,47504,0,9 years
11132,10000,10000,15.21%,36 months,10.93%,RENT,7083,13,11890,0,3 years
104202,8000,8000,15.57%,60 months,2.38%,RENT,5291.67,4,1252,6,5 years
42760,15000,15000,14.65%,36 months,20.07%,MORTGAGE,3666.67,11,13843,1,5 years
23197,9600,9600,7.29%,36 months,9.66%,RENT,6048,7,15700,0,7 years
5367,17000,16875,11.83%,36 months,12.70%,RENT,4583.33,5,3644,1,6 years
76489,6000,6000,12.12%,60 months,9.31%,RENT,9583.33,12,27756,0,2 years
42306,13000,12975,9.91%,36 months,15.60%,RENT,2333.33,12,4487,3,5 years
59159,31500,31425,12.12%,60 months,21.32%,RENT,5250,10,11936,0,10+ years
12131,7800,7800,14.35%,36 months,21.89%,RENT,2508.33,5,25780,0,< 1 year
57431,16450,16400,21.97%,60 months,25.59%,MORTGAGE,2833.33,23,12670,2,5 years
45793,8000,8000,7.90%,36 months,8.91%,RENT,3166.67,4,680,0,6 years
49473,14000,14000,15.31%,36 months,14.26%,MORTGAGE,5000,5,11249,2,10+ years
71783,9000,8975,6.62%,36 months,17.11%,MORTGAGE,6750,7,12553,2,7 years
1766,1600,1334.54,15.05%,36 months,14.15%,RENT,2000,5,9603,1,< 1 year
15543,1125,1125,5.79%,36 months,17.68%,OWN,3083.33,8,3935,0,6 years
57788,5000,5000,16.29%,36 months,20.77%,RENT,4583.33,19,11991,1,6 years
65788,20000,20000,15.31%,60 months,13.94%,MORTGAGE,8333.33,15,22246,0,10+ years
5189,1750,1750,11.14%,36 months,8.02%,RENT,1833.33,4,1838,0,2 years
16032,24000,23800,21.14%,60 months,12.92%,RENT,9166.67,7,4324,0,10+ years
55625,17000,17000,10.74%,60 months,11.12%,MORTGAGE,4166.67,10,19020,0,10+ years
77578,10000,10000,10.16%,36 months,11.98%,RENT,4166.67,9,10979,0,4 years
74257,20500,20500,23.28%,60 months,24.85%,RENT,4333.33,13,4699,0,5 years
39713,10000,10000,18.25%,36 months,24.14%,RENT,6250,9,22828,0,1 year
74506,7100,7100,11.14%,36 months,12.46%,MORTGAGE,2183.33,7,7013,0,10+ years
42455,30000,30000,8.90%,36 months,26.65%,RENT,6666.67,7,10472,0,< 1 year
81950,11625,11625,14.33%,36 months,22.84%,MORTGAGE,2833.33,6,27411,2,8 years
11625,4000,4000,11.49%,36 months,4.16%,RENT,2666.67,4,3239,0,1 year
85618,5000,5000,14.09%,36 months,29.02%,MORTGAGE,5416.67,11,3977,1,< 1 year
17955,10000,10000,16.32%,36 months,1.69%,MORTGAGE,10000,3,5624,0,10+ years
17924,20000,19900,18.17%,60 months,9.72%,MORTGAGE,10000,8,106527,0,10+ years
83794,19200,19200,12.12%,36 months,29.58%,OWN,3583.33,11,29797,0,8 years
42772,15000,15000,7.90%,36 months,20.75%,MORTGAGE,2583.33,10,9608,0,3 years
99065,17625,17600,13.11%,36 months,14.88%,RENT,3333.33,6,20266,0,2 years
43702,9000,9000,6.03%,36 months,5.87%,MORTGAGE,8333.33,9,1717,0,1 year
64440,10625,10625,17.77%,36 months,22.10%,OWN,2633.33,9,12156,0,< 1 year
31190,14500,14500,5.42%,36 months,7.15%,MORTGAGE,10000,9,40,0,10+ years
45317,5000,5000,12.12%,36 months,24.74%,MORTGAGE,8416.67,20,58836,1,< 1 year
59724,6000,6000,13.11%,36 months,15.33%,RENT,3333.33,7,12503,2,2 years
39722,24000,24000,10.65%,36 months,14.80%,RENT,3750,5,24708,0,10+ years
25380,4500,4500,5.99%,36 months,18.48%,MORTGAGE,10000,18,17863,3,6 years
62011,14000,14000,12.12%,36 months,7.64%,RENT,6883.33,7,9715,0,2 years
29422,7550,7550,16.89%,36 months,21.94%,RENT,2880,2,1989,1,8 years
90568,4800,4800,6.62%,36 months,10.42%,MORTGAGE,7291.67,14,0,0,< 1 year
26195,7000,7000,6.99%,36 months,14.32%,RENT,5166.67,6,0,1,10+ years
14340,5000,5000,7.88%,36 months,16.61%,MORTGAGE,5833.33,18,19771,2,10+ years
10721,9000,9000,7.88%,60 months,8%,MORTGAGE,4750,14,5348,0,10+ years
25236,15175,15175,20.25%,60 months,18.78%,RENT,4333.33,6,18049,0,8 years
29794,4800,4800,10.59%,36 months,20.21%,RENT,2666.67,5,3831,1,6 years
6084,5000,4900,8.94%,36 months,13.27%,OWN,4166.67,5,4676,0,3 years
33046,9100,9100,6.03%,36 months,14.66%,MORTGAGE,3500,18,4315,1,10+ years
95489,10000,10000,14.09%,36 months,19.17%,RENT,3750,8,9969,2,< 1 year
12932,7500,7475,15.58%,36 months,10.74%,MORTGAGE,5000,8,8257,0,2 years
2007,15000,9364.4,10.95%,36 months,2.77%,MORTGAGE,6666.67,13,11002,1,< 1 year
17826,10000,10000,6.54%,36 months,17.05%,RENT,6916.67,6,10302,0,3 years
1364,7500,5795.24,11.78%,36 months,17.72%,MORTGAGE,2500,7,6349,1,4 years
103353,10000,9850,10.25%,36 months,13.98%,MORTGAGE,5916.67,8,6639,4,1 year
10206,12000,12000,11.36%,36 months,14.57%,MORTGAGE,5833.33,7,2701,0,9 years
31004,25450,25425,13.99%,60 months,26.38%,RENT,4416.67,13,31828,2,3 years
101622,6000,3475,14.70%,36 months,10.23%,RENT,6500,6,4103,0,1 year
3660,1000,.,13.16%,36 months,19.63%,RENT,3500,9,11189,2,2 years
17850,5000,5000,12.61%,36 months,13.40%,RENT,2000,9,1753,0,2 years
94192,10000,10000,10.16%,36 months,29.83%,RENT,4166.67,9,22207,0,2 years
68503,6000,6000,12.12%,36 months,8.16%,RENT,3333.33,6,8442,0,10+ years
96704,14075,14075,18.75%,36 months,12.96%,RENT,3033.33,6,13036,0,8 years
73526,20000,19975,13.11%,36 months,15.09%,RENT,8233.33,17,29756,2,< 1 year
56595,9000,9000,6.03%,36 months,12.23%,MORTGAGE,5000,13,5224,0,7 years
5282,7000,6965.1,19.47%,36 months,17.08%,RENT,5000,11,13859,0,3 years
42953,19750,19725,15.96%,36 months,24.14%,MORTGAGE,5166.67,12,33368,2,10+ years
31098,6000,6000,5.42%,36 months,1.51%,OWN,4250,14,1838,0,10+ years
53041,10000,10000,6.03%,36 months,13.03%,RENT,5000,8,3952,0,2 years
104001,14400,13714.83,17.56%,60 months,7.06%,RENT,5000,6,715,4,3 years
41109,10000,10000,14.27%,36 months,16.61%,MORTGAGE,4083.33,15,6418,2,6 years
6143,7900,7782.65,8.59%,36 months,15.20%,MORTGAGE,7583.33,14,3950,0,10+ years
102079,5100,4950,18.29%,36 months,25.67%,RENT,3000,14,5004,6,< 1 year
24846,6000,6000,13.49%,36 months,19.68%,RENT,7500,6,6686,1,10+ years
91245,16200,16200,15.80%,60 months,7.92%,MORTGAGE,4833.33,12,12313,2,10+ years
33228,5000,5000,6.03%,36 months,15.74%,RENT,3125,11,4557,0,6 years
67401,19500,19500,21.00%,36 months,26.84%,MORTGAGE,5125,11,29033,0,10+ years
23766,1800,1800,16.02%,36 months,4.19%,RENT,4246.67,2,0,0,9 years
43703,27000,26993.89,14.27%,60 months,18.28%,OWN,4833.33,18,12588,1,7 years
101647,6250,900,17.54%,36 months,19.85%,RENT,2916.67,17,17659,9,< 1 year
52708,35000,35000,10.74%,36 months,9.30%,MORTGAGE,8300,7,4421,1,10+ years
92077,9600,9600,16.29%,36 months,26.50%,RENT,5166.67,14,5639,0,3 years
79907,5375,5325,6.62%,36 months,20.93%,RENT,3000,7,5640,0,3 years
42228,25000,25000,12.42%,36 months,1.05%,MORTGAGE,16666.67,7,2839,0,10+ years
70270,12000,11975,17.77%,36 months,9.81%,RENT,4333.33,12,12837,1,2 years
71782,14500,14500,13.11%,36 months,28.29%,MORTGAGE,5988.67,12,18020,2,10+ years
76662,7500,7500,13.11%,36 months,8.04%,RENT,2796.8,4,4788,0,7 years
40879,14000,14000,14.65%,36 months,3.47%,MORTGAGE,8750,6,9035,1,10+ years
36760,12000,12000,15.27%,60 months,16.85%,RENT,4333.33,15,17997,1,< 1 year
28402,10000,10000,8.49%,36 months,13.58%,MORTGAGE,4166.67,8,8455,0,10+ years
47416,27000,26975,18.55%,60 months,19.48%,MORTGAGE,6500,9,16294,1,10+ years
132,12375,275,10.91%,36 months,16.39%,MORTGAGE,3892.75,11,8332,2,3 years
15717,25000,23655.48,16.69%,60 months,14.11%,MORTGAGE,7666.67,15,28748,3,8 years
92743,24375,24300,15.80%,60 months,30.61%,MORTGAGE,4708.33,18,49136,0,10+ years
39128,3500,3500,12.69%,36 months,5.36%,MORTGAGE,7083,6,11616,0,10+ years
28534,10000,9975,16.49%,60 months,17.70%,MORTGAGE,5416.67,10,41329,0,10+ years
71671,6000,6000,6.03%,36 months,7.77%,MORTGAGE,3666.67,19,6275,1,4 years
797,10000,9325,8.32%,36 months,6.25%,MORTGAGE,6666.67,10,3248,0,< 1 year
24426,6400,6400,15.99%,60 months,24.43%,RENT,3500,9,973,0,4 years
94507,12000,12000,10.16%,36 months,14.22%,MORTGAGE,8791.67,10,17185,2,8 years
37177,20000,19950,15.96%,60 months,23.54%,MORTGAGE,5000,10,20062,3,10+ years
2805,3000,2322.59,15.05%,36 months,18.95%,MORTGAGE,3466.67,9,4285,3,2 years
21716,9800,9747.5,7.29%,36 months,8.96%,RENT,2333.33,8,11459,0,5 years
88396,35000,35000,12.12%,36 months,19.90%,MORTGAGE,13933.33,18,24288,0,1 year
67863,16000,16000,12.12%,36 months,18.23%,RENT,4166.67,14,16309,0,1 year
32694,25000,24814.89,12.69%,60 months,3.83%,MORTGAGE,22916.67,13,34069,0,10+ years
19831,10000,10000,17.14%,36 months,9.59%,RENT,1658,3,4902,0,< 1 year
52061,16750,16750,21.48%,60 months,21.88%,RENT,2833.33,12,7903,0,3 years
48009,5000,5000,7.62%,36 months,3.04%,OWN,2500,5,4864,0,3 years
4502,8000,7825,11.83%,36 months,8.12%,RENT,5417,5,43799,2,1 year
58739,5950,5950,12.12%,36 months,21.54%,MORTGAGE,5000,9,47746,0,10+ years
7007,9800,9675,8.59%,36 months,14.99%,MORTGAGE,3583.33,12,5164,0,3 years
65978,20000,20000,21.98%,60 months,17.08%,MORTGAGE,5000,5,19780,1,2 years
30137,20000,19975,16.49%,60 months,16.16%,MORTGAGE,5000,13,20337,3,10+ years
39989,9000,9000,19.91%,60 months,15.74%,MORTGAGE,4333.33,9,5015,0,6 years
80246,25000,25000,20.49%,60 months,9.15%,RENT,5833.33,7,14953,0,9 years
5073,10750,10166.42,11.14%,36 months,11.91%,MORTGAGE,4416.67,9,12619,1,2 years
74037,30225,30225,17.77%,36 months,28.15%,MORTGAGE,8333.33,21,28631,0,10+ years
93374,16500,16500,6.03%,36 months,22.65%,MORTGAGE,5416.67,17,14835,0,10+ years
103218,15200,13694.22,11.14%,36 months,14.50%,MORTGAGE,7916.67,7,217827,2,6 years
98051,11625,11625,15.31%,36 months,16.73%,RENT,2833.33,8,17469,0,10+ years
13309,15000,14675,7.88%,36 months,0.53%,MORTGAGE,10417,8,1343,1,< 1 year
64166,10000,10000,18.49%,60 months,16.47%,RENT,4104.67,5,7597,0,5 years
60190,20000,20000,7.90%,36 months,8.38%,MORTGAGE,15000,11,14621,2,1 year
60947,6000,6000,6.03%,36 months,12.68%,MORTGAGE,6666.67,13,8581,0,10+ years
23446,14000,13900.25,10.37%,60 months,11.95%,RENT,4333.33,6,7419,0,9 years
39602,5300,5300,15.27%,36 months,24.88%,RENT,2500,11,7855,2,1 year
54513,14400,14400,7.90%,36 months,17.89%,RENT,13100,11,14550,0,4 years
75634,10000,10000,15.31%,36 months,10.40%,RENT,9000,12,5141,0,10+ years
57704,9000,9000,15.31%,36 months,15.88%,RENT,5000,7,4532,1,10+ years
17143,2500,2500,12.98%,36 months,16.45%,RENT,1100,6,5019,1,4 years
91639,12000,12000,17.77%,36 months,22.32%,RENT,4575.08,13,8048,2,< 1 year
101246,4800,4800,14.33%,36 months,18.91%,MORTGAGE,5833.33,13,29287,1,5 years
84394,10450,10450,13.11%,36 months,21.33%,RENT,2658.83,10,13371,1,10+ years
68824,16000,15975,16.29%,36 months,32.91%,OWN,3333.33,10,24134,1,2 years
48243,17000,17000,15.81%,36 months,17.01%,RENT,3833.33,6,15484,1,6 years
96051,5750,5750,13.11%,36 months,24.24%,RENT,1675,18,8035,0,4 years
37095,20000,20000,7.90%,36 months,21.42%,MORTGAGE,5000,6,6264,1,7 years
19661,7200,7200,10.37%,36 months,8.92%,MORTGAGE,4416.67,10,4137,0,2 years
77559,18000,18000,7.90%,36 months,18.36%,RENT,5833.33,16,12522,0,< 1 year
101540,6725,825,13.12%,36 months,13.16%,MORTGAGE,5000,10,5513,9,10+ years
80094,10000,10000,17.77%,36 months,12.41%,MORTGAGE,4166.67,6,31212,0,8 years
20801,14000,14000,10.00%,60 months,10.40%,MORTGAGE,11333.33,6,27477,0,4 years
1031,5000,512.46,12.92%,36 months,16.29%,RENT,3333,11,14244,2,2 years
44737,15000,14975,7.90%,36 months,20.73%,RENT,5416.67,14,9756,0,1 year
14754,3000,3000,10.38%,36 months,15.21%,RENT,3083.33,11,3098,0,2 years
2425,12000,11854.04,14.74%,36 months,4.62%,RENT,4500,3,7956,0,10+ years
14231,1450,1450,7.51%,36 months,22.20%,RENT,833.33,9,709,0,n/a
80071,15000,14875,19.05%,36 months,14.49%,RENT,5000,12,10679,1,< 1 year
25141,10000,9975,11.49%,60 months,22.69%,MORTGAGE,5623.33,11,26898,1,10+ years
85468,35000,35000,20.49%,60 months,11.84%,MORTGAGE,18750,14,41707,2,1 year
60117,10000,10000,12.12%,36 months,5.84%,RENT,4333.33,6,4665,0,1 year
63810,24575,24550,20.49%,36 months,19.28%,MORTGAGE,5166.67,8,23157,0,10+ years
32893,1400,1400,14.27%,36 months,3.05%,RENT,2750,3,1276,0,1 year
92631,24000,23925,16.29%,60 months,11.77%,MORTGAGE,7800,11,20676,3,2 years
57235,18225,18225,16.29%,60 months,32.19%,MORTGAGE,7166.67,19,29219,2,4 years
44650,10000,10000,10.74%,36 months,10.42%,RENT,5000,6,5510,2,3 years
51302,12000,12000,6.62%,36 months,9.46%,MORTGAGE,5833.33,9,12028,0,8 years
12350,17000,16750,11.12%,60 months,17.91%,MORTGAGE,8500,9,10324,3,5 years
97353,3000,3000,19.05%,36 months,28.74%,MORTGAGE,7116.25,7,7416,0,10+ years
20328,15000,14993.57,18.25%,60 months,13.65%,RENT,2916.67,4,12786,0,< 1 year
87110,15000,15000,6.03%,36 months,8.72%,MORTGAGE,12000,17,13151,0,2 years
12429,10000,10000,16.82%,60 months,12.54%,RENT,4417,9,6630,2,3 years
4799,17000,15865.55,11.14%,36 months,6.65%,MORTGAGE,6333.33,7,6542,1,7 years
2074,15000,10150.07,15.68%,36 months,2.68%,OWN,2500,6,3004,2,1 year
3025,12000,7595.31,11.58%,36 months,11.07%,RENT,3333.33,7,17495,0,1 year
78602,15000,15000,7.90%,36 months,18.62%,MORTGAGE,4500,10,17212,0,7 years
90988,6000,6000,8.90%,36 months,24.57%,RENT,6666.67,22,6462,0,2 years
62089,7000,7000,17.77%,36 months,18.15%,RENT,4750,11,12307,1,< 1 year
15120,25000,15051.09,13.23%,60 months,20.11%,MORTGAGE,6666.67,11,33084,0,10+ years
18452,4000,4000,6.17%,36 months,15%,RENT,4234,5,587,1,2 years
16291,8000,7900,15.95%,60 months,20.16%,RENT,4500,10,2786,1,5 years
37504,7800,7800,10.65%,36 months,7.15%,MORTGAGE,4000,6,11063,2,9 years
101403,25000,25000,19.05%,60 months,28.46%,RENT,5833.33,20,33127,0,1 year
92367,27575,27575,17.27%,60 months,18.28%,MORTGAGE,7833.33,20,28055,2,7 years
26312,12000,12000,7.91%,36 months,4.51%,RENT,3500,16,6015,1,< 1 year
65280,4000,4000,13.11%,36 months,11.80%,RENT,5416.67,12,6616,1,1 year
80138,3000,2950,11.14%,36 months,27.74%,MORTGAGE,4333.33,6,6346,0,5 years
22858,8400,8400,6.92%,36 months,13.30%,RENT,3000,9,6998,1,1 year
19675,4500,4500,13.43%,36 months,1.23%,RENT,11500,5,1847,1,1 year
54274,8000,8000,12.12%,36 months,7.90%,MORTGAGE,4166.67,6,7419,1,n/a
72532,9000,9000,13.11%,36 months,24.88%,MORTGAGE,5000,12,4621,3,6 years
37814,9425,9425,13.49%,36 months,15.71%,RENT,3750,12,15116,0,8 years
68301,3600,3600,19.72%,60 months,22.22%,MORTGAGE,3200,13,11702,0,< 1 year
72589,14400,14400,13.11%,36 months,10.75%,RENT,5000,13,19772,0,8 years
85893,13500,13500,14.33%,.,31.70%,RENT,4166.67,11,31168,0,1 year
62203,12000,12000,17.77%,36 months,9.84%,MORTGAGE,7500,11,15866,0,7 years
83155,8000,8000,14.33%,36 months,11.85%,RENT,3941.58,15,9660,0,2 years
66437,9325,9300,14.09%,36 months,21.35%,RENT,3333.33,10,27007,1,< 1 year
16057,12000,11975,14.46%,60 months,20.50%,MORTGAGE,5916.67,11,8244,0,7 years
91596,18000,18000,8.90%,60 months,5.30%,MORTGAGE,8333.33,8,5211,1,6 years
73863,4000,4000,6.03%,36 months,33.67%,MORTGAGE,NA,19,55123,1,10+ years
64419,16075,16075,16.29%,36 months,17.58%,MORTGAGE,4125,7,15781,1,2 years
101061,10000,10000,14.09%,36 months,17.15%,MORTGAGE,10416.67,12,12492,4,10+ years
91738,16000,16000,13.11%,60 months,14.88%,MORTGAGE,7916.67,9,22918,2,10+ years
2577,6000,5975,8.00%,36 months,1.06%,RENT,5000,6,7161,0,3 years
20690,4200,4200,7.29%,36 months,6.58%,RENT,5133.33,4,5475,1,4 years
92344,8000,8000,14.09%,36 months,16.22%,RENT,4166.67,12,16838,0,5 years
48620,20125,20125,14.65%,36 months,17.88%,MORTGAGE,10353.33,11,23698,1,7 years
15427,7500,7500,16.32%,36 months,12.54%,MORTGAGE,4600,3,6120,0,2 years
96479,16000,16000,17.27%,60 months,8.44%,RENT,4666.67,9,15200,0,10+ years
60684,8875,8875,11.14%,36 months,31.70%,RENT,2160,19,17422,0,10+ years
28305,5000,5000,17.49%,60 months,16.71%,RENT,2400,6,2023,1,3 years
47468,10000,10000,12.12%,36 months,5.95%,OWN,5000,5,10752,0,4 years
82294,20000,19975,16.29%,36 months,11.85%,RENT,9166.67,10,12421,3,< 1 year
2791,3600,3575,14.11%,36 months,0.04%,RENT,2500,4,1,0,3 years
